sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;0,603;114;Yes;No;3;0,80075;1,00000;0,00000;0,10833;2,72815;class negotiator.group1.Group1@931789551;class negotiator.group6.Group6@961413742;class negotiator.group7.Group7@1030853023;0,92740;0,80075;1,00000
2;0,113;158;Yes;No;3;0,75515;0,86675;0,14448;0,25417;2,39249;class negotiator.group1.Group1@2020804693;class negotiator.group7.Group7@5622582;class negotiator.group6.Group6@1237447712;0,75515;0,86675;0,77059
3;0,208;158;Yes;No;3;0,79423;0,92581;0,05339;0,11922;2,58354;class negotiator.group7.Group7@2014145006;class negotiator.group1.Group1@408745754;class negotiator.group6.Group6@914260828;0,86350;0,79423;0,92581
4;0,136;108;Yes;No;3;0,62403;1,00000;0,00000;0,30536;2,55390;class negotiator.group7.Group7@1884819783;class negotiator.group6.Group6@1661551803;class negotiator.group1.Group1@470977511;1,00000;0,62403;0,92987
5;0,065;91;Yes;No;3;0,79591;0,95722;0,00000;0,11308;2,69407;class negotiator.group6.Group6@1588895578;class negotiator.group7.Group7@1859547106;class negotiator.group1.Group1@1205060127;0,79591;0,95722;0,94094
6;0,114;92;Yes;No;3;0,77368;1,00000;0,00000;0,12858;2,75413;class negotiator.group6.Group6@1335239857;class negotiator.group1.Group1@891436118;class negotiator.group7.Group7@1758915695;0,77368;0,98045;1,00000
1;0,133;119;Yes;No;3;0,80075;1,00000;0,00000;0,10833;2,72815;class negotiator.group1.Group1@827070544;class negotiator.group6.Group6@1333854564;class negotiator.group7.Group7@1801798734;0,92740;0,80075;1,00000
2;0,078;156;Yes;No;3;0,84036;0,94094;0,00000;0,06724;2,69207;class negotiator.group1.Group1@873425113;class negotiator.group7.Group7@1708157072;class negotiator.group6.Group6@572383087;0,84036;0,91077;0,94094
3;0,123;159;Yes;No;3;0,79868;0,92581;0,05339;0,09813;2,60552;class negotiator.group7.Group7@1662761046;class negotiator.group1.Group1@748506444;class negotiator.group6.Group6@1248801959;0,79868;0,88103;0,92581
4;0,091;108;Yes;No;3;0,62403;1,00000;0,00000;0,30536;2,55390;class negotiator.group7.Group7@113605666;class negotiator.group6.Group6@941796772;class negotiator.group1.Group1@2115203265;1,00000;0,62403;0,92987
5;0,072;106;Yes;No;3;0,79591;0,95722;0,00000;0,11308;2,69407;class negotiator.group6.Group6@1307224488;class negotiator.group7.Group7@1625552987;class negotiator.group1.Group1@1300309614;0,79591;0,95722;0,94094
6;0,097;89;Yes;No;3;0,77368;1,00000;0,00000;0,12858;2,75413;class negotiator.group6.Group6@678548071;class negotiator.group1.Group1@810453288;class negotiator.group7.Group7@1334873690;0,77368;0,98045;1,00000
1;0,118;106;Yes;No;3;0,80075;1,00000;0,00000;0,10833;2,72815;class negotiator.group1.Group1@199652240;class negotiator.group6.Group6@757234273;class negotiator.group7.Group7@1768010020;0,92740;0,80075;1,00000
2;0,148;156;Yes;No;3;0,84036;0,94094;0,00000;0,06724;2,69207;class negotiator.group1.Group1@583532556;class negotiator.group7.Group7@445287734;class negotiator.group6.Group6@608505204;0,84036;0,91077;0,94094
3;0,169;154;Yes;No;3;0,80075;1,00000;0,00000;0,10833;2,72815;class negotiator.group7.Group7@1086943305;class negotiator.group1.Group1@576966716;class negotiator.group6.Group6@1825442427;0,92740;0,80075;1,00000
4;0,088;112;Yes;No;3;0,62403;1,00000;0,00000;0,30536;2,55390;class negotiator.group7.Group7@1806498647;class negotiator.group6.Group6@1467098158;class negotiator.group1.Group1@1274241385;1,00000;0,62403;0,92987
