Session,Time (s),Rounds,Agreement,Discounted,Approval,Min. utility,Max. utility,Distance to pareto,Distance to Nash,Social welfare,Agent name 1,Agent name 2,Agent name 3,Agent utility 1,Agent utility 2,Agent utility 3
1,1.07,43,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@941381368,class negotiator.group3.Group3@2061111648,class negotiator.group5.Group5@166628796,0.9274,0.80075,1
2,2.278,100,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@1479780791,class negotiator.group5.Group5@1917379264,class negotiator.group3.Group3@263586392,0.9274,0.80075,1
3,1.936,99,Yes,No,3,0.73478,0.9071,0.08785,0.17059,2.53059,class negotiator.group5.Group5@1443711288,class negotiator.group1.Group1@2015897899,class negotiator.group3.Group3@1221332990,0.73478,0.9071,0.88872
4,0.866,38,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group5.Group5@269923925,class negotiator.group3.Group3@745437670,class negotiator.group1.Group1@355888177,0.9274,0.80075,1
5,1.28,53,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group3.Group3@1034756758,class negotiator.group5.Group5@413966184,class negotiator.group1.Group1@1196582098,0.77368,0.98045,1
6,0.903,42,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group3.Group3@1638125549,class negotiator.group1.Group1@894363869,class negotiator.group5.Group5@1239770819,0.79591,0.95722,0.94094
1,1.109,43,Yes,No,3,0.82397,0.94094,0,0.09667,2.67009,class negotiator.group1.Group1@499515353,class negotiator.group3.Group3@1650890539,class negotiator.group5.Group5@539788218,0.90518,0.82397,0.94094
2,2.275,98,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@1109211650,class negotiator.group5.Group5@1888763567,class negotiator.group3.Group3@647835737,0.9274,0.80075,1
3,2.057,93,Yes,No,3,0.81813,0.934,0,0.13448,2.63401,class negotiator.group5.Group5@1651005027,class negotiator.group1.Group1@1225698566,class negotiator.group3.Group3@406750158,0.81813,0.934,0.88188
4,0.682,42,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group5.Group5@1475241832,class negotiator.group3.Group3@2006313144,class negotiator.group1.Group1@1271864785,0.9274,0.80075,1
5,0.546,40,Yes,No,3,0.8385,1,0,0.02484,2.73215,class negotiator.group3.Group3@654559125,class negotiator.group5.Group5@57811258,class negotiator.group1.Group1@1534777796,0.8385,0.89365,1
6,1.187,42,Yes,No,3,0.84036,0.94094,0,0.06724,2.69207,class negotiator.group3.Group3@1751676655,class negotiator.group1.Group1@1374567192,class negotiator.group5.Group5@1124580334,0.84036,0.91077,0.94094
1,1.141,60,Yes,No,3,0.82397,0.94094,0,0.09667,2.67009,class negotiator.group1.Group1@1321135795,class negotiator.group3.Group3@1707746949,class negotiator.group5.Group5@1172105183,0.90518,0.82397,0.94094
2,1.214,93,Yes,No,3,0.82397,0.94094,0,0.09667,2.67009,class negotiator.group1.Group1@1006304321,class negotiator.group5.Group5@34100987,class negotiator.group3.Group3@918730289,0.90518,0.82397,0.94094
3,1.502,90,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group5.Group5@344087849,class negotiator.group1.Group1@2029433612,class negotiator.group3.Group3@948538727,0.79591,0.95722,0.94094
4,1.237,40,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group5.Group5@1352078423,class negotiator.group3.Group3@612456855,class negotiator.group1.Group1@1907794017,0.9274,0.80075,1
5,1.093,48,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group3.Group3@1231749539,class negotiator.group5.Group5@557224309,class negotiator.group1.Group1@257243429,0.77368,0.98045,1
6,0.998,46,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group3.Group3@1269048582,class negotiator.group1.Group1@1523798984,class negotiator.group5.Group5@1341906142,0.79591,0.95722,0.94094
1,1.138,52,Yes,No,3,0.82397,0.94094,0,0.09667,2.67009,class negotiator.group1.Group1@1774274581,class negotiator.group3.Group3@52943934,class negotiator.group5.Group5@1135248001,0.90518,0.82397,0.94094
2,1.813,94,Yes,No,3,0.58836,0.95358,0.0829,0.37085,2.3426,class negotiator.group1.Group1@1386654470,class negotiator.group5.Group5@826593447,class negotiator.group3.Group3@213855389,0.95358,0.58836,0.80067
3,2.214,107,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group5.Group5@462817537,class negotiator.group1.Group1@2089775086,class negotiator.group3.Group3@1809406256,0.77368,0.98045,1
4,0.874,40,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group5.Group5@511134482,class negotiator.group3.Group3@889362396,class negotiator.group1.Group1@846556813,0.9274,0.80075,1
5,1.154,55,Yes,No,3,0.79868,0.92581,0.05339,0.09813,2.60552,class negotiator.group3.Group3@331653418,class negotiator.group5.Group5@927942555,class negotiator.group1.Group1@374508249,0.79868,0.88103,0.92581
6,1.181,56,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group3.Group3@264937368,class negotiator.group1.Group1@967942842,class negotiator.group5.Group5@1955551624,0.79591,0.95722,0.94094
1,1.144,53,Yes,No,3,0.82397,0.94094,0,0.09667,2.67009,class negotiator.group1.Group1@1988690306,class negotiator.group3.Group3@769947284,class negotiator.group5.Group5@427079136,0.90518,0.82397,0.94094
2,2.048,99,Yes,No,3,0.75729,0.89073,0.10833,0.23065,2.45976,class negotiator.group1.Group1@398064735,class negotiator.group5.Group5@696412731,class negotiator.group3.Group3@660404553,0.89073,0.75729,0.81175
