Session,Time (s),Rounds,Agreement,Discounted,Approval,Min. utility,Max. utility,Distance to pareto,Distance to Nash,Social welfare,Agent name 1,Agent name 2,Agent name 3,Agent utility 1,Agent utility 2,Agent utility 3
1,8.683,127,Yes,No,3,0.51752,0.8941,0.09769,0.4195,2.02545,class negotiator.group1.Group1@1281810569,class negotiator.group2.Group2@1213820381,class negotiator.group10.Group10@224127666,0.8941,0.61383,0.51752
2,9.185,133,Yes,No,3,0.80093,0.82445,0,0.16387,2.44686,class negotiator.group1.Group1@1008517915,class negotiator.group10.Group10@1068000960,class negotiator.group2.Group2@1836324349,0.82147,0.80093,0.82445
3,6.201,116,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group10.Group10@1481530634,class negotiator.group1.Group1@615296677,class negotiator.group2.Group2@1765444656,0.76884,0.93824,0.75214
4,10.615,139,Yes,No,3,0.61913,0.8189,0.08237,0.34434,2.09605,class negotiator.group10.Group10@1127495533,class negotiator.group2.Group2@44855336,class negotiator.group1.Group1@1061828417,0.65802,0.61913,0.8189
5,7.677,127,Yes,No,3,0.54182,0.94494,0,0.48875,2.03749,class negotiator.group2.Group2@1882733044,class negotiator.group10.Group10@301214443,class negotiator.group1.Group1@2137716651,0.54182,0.55074,0.94494
6,5.73,120,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group2.Group2@1930956023,class negotiator.group1.Group1@1133232909,class negotiator.group10.Group10@1811194744,0.76884,0.93824,0.75214
1,4.202,108,Yes,No,3,0.64504,0.97369,0,0.33302,2.31724,class negotiator.group1.Group1@1761711167,class negotiator.group2.Group2@1947185593,class negotiator.group10.Group10@976106275,0.97369,0.69851,0.64504
2,6.047,119,Yes,No,3,0.63198,0.91097,0.07349,0.35306,2.18117,class negotiator.group1.Group1@1874291122,class negotiator.group10.Group10@1715244932,class negotiator.group2.Group2@759172939,0.91097,0.63822,0.63198
3,1.868,96,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group10.Group10@1722192906,class negotiator.group1.Group1@1692690421,class negotiator.group2.Group2@1240667765,0.76884,0.93824,0.75214
4,8.126,134,Yes,No,3,0.46936,0.81309,0.08393,0.4764,1.99306,class negotiator.group10.Group10@1842432996,class negotiator.group2.Group2@718094948,class negotiator.group1.Group1@2078063094,0.7106,0.46936,0.81309
