Session,Time (s),Rounds,Agreement,Discounted,Approval,Min. utility,Max. utility,Distance to pareto,Distance to Nash,Social welfare,Agent name 1,Agent name 2,Agent name 3,Agent utility 1,Agent utility 2,Agent utility 3
1,0.459,120,Yes,No,3,0.5892,0.8598,0,0.30945,2.05386,class negotiator.group1.Group1@1308893440,class negotiator.group2.Group2@1086576304,class negotiator.group6.Group6@1157384816,0.8598,0.60485,0.5892
2,0.372,125,Yes,No,3,0.5892,0.8598,0,0.30945,2.05386,class negotiator.group1.Group1@1855840661,class negotiator.group6.Group6@808836256,class negotiator.group2.Group2@381468444,0.8598,0.60485,0.5892
3,0.368,127,Yes,No,3,0.53488,0.85342,0.11124,0.16011,2.06002,class negotiator.group6.Group6@1641096132,class negotiator.group1.Group1@1614935842,class negotiator.group2.Group2@2114975574,0.53488,0.85342,0.67173
4,0.616,121,Yes,No,3,0.55387,0.87572,0.0427,0.32988,2.06553,class negotiator.group6.Group6@230224852,class negotiator.group2.Group2@1704935076,class negotiator.group1.Group1@168312274,0.55387,0.63595,0.87572
5,0.548,125,Yes,No,3,0.55387,0.87572,0.0427,0.32988,2.06553,class negotiator.group2.Group2@188538498,class negotiator.group6.Group6@1104194146,class negotiator.group1.Group1@1571210978,0.55387,0.63595,0.87572
6,0.368,123,Yes,No,3,0.57614,0.86984,0,0.13941,2.04082,class negotiator.group2.Group2@378246697,class negotiator.group1.Group1@2075038388,class negotiator.group6.Group6@1063891993,0.59484,0.86984,0.57614
1,0.382,120,Yes,No,3,0.5355,0.9199,0,0.34602,2.0839,class negotiator.group1.Group1@1410589888,class negotiator.group2.Group2@509807285,class negotiator.group6.Group6@299303167,0.9199,0.6285,0.5355
2,0.367,121,Yes,No,3,0.52844,0.8525,0.03458,0.37358,1.95708,class negotiator.group1.Group1@1676453792,class negotiator.group6.Group6@672299769,class negotiator.group2.Group2@774044652,0.8525,0.52844,0.57614
3,0.352,126,Yes,No,3,0.4948,0.86618,0.10374,0.23519,1.90992,class negotiator.group6.Group6@131843631,class negotiator.group1.Group1@17604819,class negotiator.group2.Group2@988989369,0.4948,0.86618,0.54894
4,0.573,126,Yes,No,3,0.47381,0.87572,0.11231,0.37124,1.98548,class negotiator.group6.Group6@62305936,class negotiator.group2.Group2@1510335095,class negotiator.group1.Group1@1055644636,0.47381,0.63595,0.87572
5,0.489,124,Yes,No,3,0.54754,0.87808,0.06032,0.34562,2.04423,class negotiator.group2.Group2@302517431,class negotiator.group6.Group6@616311376,class negotiator.group1.Group1@1373594346,0.54754,0.61861,0.87808
6,0.37,129,Yes,No,3,0.65235,0.76377,0,0.09191,2.11702,class negotiator.group2.Group2@822765110,class negotiator.group1.Group1@1672849684,class negotiator.group6.Group6@647946648,0.7009,0.76377,0.65235
