sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;0,239;168;Yes;No;3;0,52015;0,81345;0,00000;0,35625;2,04787;class negotiator.group1.Group1@232878436;class negotiator.group4.Group4@1272669018;class negotiator.group7.Group7@811061406;0,81345;0,52015;0,71427
2;0,170;163;Yes;No;3;0,44749;0,81470;0,00000;0,28099;1,99587;class negotiator.group1.Group1@121589926;class negotiator.group7.Group7@1304937985;class negotiator.group4.Group4@1989710731;0,81470;0,73367;0,44749
3;0,194;168;Yes;No;3;0,45377;0,75966;0,07623;0,23766;1,89478;class negotiator.group7.Group7@1915013467;class negotiator.group1.Group1@1293922280;class negotiator.group4.Group4@1532350438;0,68136;0,75966;0,45377
4;0,241;163;Yes;No;3;0,57755;0,77973;0,00000;0,30003;2,11107;class negotiator.group7.Group7@2015343099;class negotiator.group4.Group4@1759384409;class negotiator.group1.Group1@1271426520;0,77973;0,57755;0,75379
5;0,215;167;Yes;No;3;0,51976;0,81806;0,11280;0,35697;1,91682;class negotiator.group4.Group4@1712557165;class negotiator.group7.Group7@224951414;class negotiator.group1.Group1@1187196378;0,51976;0,57900;0,81806
6;0,206;164;Yes;No;3;0,66129;0,80339;0,00000;0,07274;2,17704;class negotiator.group4.Group4@2047421084;class negotiator.group1.Group1@1875682907;class negotiator.group7.Group7@1690163636;0,66129;0,80339;0,71237
1;0,234;169;Yes;No;3;0,39735;0,79243;0,04270;0,46805;1,90129;class negotiator.group1.Group1@450911036;class negotiator.group4.Group4@2139475436;class negotiator.group7.Group7@697467484;0,79243;0,39735;0,71150
2;0,162;168;Yes;No;3;0,35191;0,76648;0,06615;0,36261;1,81661;class negotiator.group1.Group1@1653413951;class negotiator.group7.Group7@489882277;class negotiator.group4.Group4@2146610588;0,76648;0,69822;0,35191
3;0,161;173;Yes;No;3;0,51379;0,78345;0,07935;0,19424;1,96731;class negotiator.group7.Group7@481981436;class negotiator.group1.Group1@353678368;class negotiator.group4.Group4@37596080;0,51379;0,78345;0,67007
4;0,229;161;Yes;No;3;0,57755;0,77973;0,00000;0,30003;2,11107;class negotiator.group7.Group7@1813859690;class negotiator.group4.Group4@2009440665;class negotiator.group1.Group1@1341423933;0,77973;0,57755;0,75379
5;0,239;166;Yes;No;3;0,47340;0,77427;0,14976;0,30920;1,91138;class negotiator.group4.Group4@449652010;class negotiator.group7.Group7@306378277;class negotiator.group1.Group1@1781399680;0,47340;0,66370;0,77427
6;0,225;167;Yes;No;3;0,57445;0,75919;0,10107;0,16381;1,94684;class negotiator.group4.Group4@652030533;class negotiator.group1.Group1@68117490;class negotiator.group7.Group7@241870579;0,57445;0,75919;0,61320
1;0,236;167;Yes;No;3;0,44373;0,80615;0,00000;0,43025;1,99173;class negotiator.group1.Group1@1482343358;class negotiator.group4.Group4@787029059;class negotiator.group7.Group7@1245612740;0,80615;0,44373;0,74185
2;0,154;166;Yes;No;3;0,47549;0,80105;0,00000;0,24700;2,02389;class negotiator.group1.Group1@1193912564;class negotiator.group7.Group7@1265580;class negotiator.group4.Group4@1943250237;0,80105;0,74735;0,47549
3;0,169;166;Yes;No;3;0,48855;0,77465;0,00000;0,21506;2,03693;class negotiator.group7.Group7@510028389;class negotiator.group1.Group1@1439898746;class negotiator.group4.Group4@385005979;0,77465;0,77374;0,48855
4;0,206;166;Yes;No;3;0,44883;0,77577;0,11891;0,42224;1,85816;class negotiator.group7.Group7@1015412251;class negotiator.group4.Group4@2128643495;class negotiator.group1.Group1@1181145092;0,63356;0,44883;0,77577
5;0,209;166;Yes;No;3;0,44009;0,75491;0,17272;0,33138;1,85368;class negotiator.group4.Group4@1265465675;class negotiator.group7.Group7@3559837;class negotiator.group1.Group1@1848121990;0,44009;0,65868;0,75491
6;0,218;167;Yes;No;3;0,65235;0,76377;0,00000;0,09191;2,11702;class negotiator.group4.Group4@472309721;class negotiator.group1.Group1@1009921535;class negotiator.group7.Group7@40492857;0,70090;0,76377;0,65235
1;0,232;167;Yes;No;3;0,39735;0,79243;0,04270;0,46805;1,90129;class negotiator.group1.Group1@389968193;class negotiator.group4.Group4@75329107;class negotiator.group7.Group7@1188433266;0,79243;0,39735;0,71150
2;0,147;165;Yes;No;3;0,45690;0,80064;0,08227;0,32048;1,89790;class negotiator.group1.Group1@1248096254;class negotiator.group7.Group7@133477082;class negotiator.group4.Group4@1376389706;0,80064;0,64037;0,45690
3;0,174;169;Yes;No;3;0,48855;0,80383;0,12946;0,25406;1,81844;class negotiator.group7.Group7@800426347;class negotiator.group1.Group1@928049221;class negotiator.group4.Group4@549529186;0,52606;0,80383;0,48855
4;0,222;166;Yes;No;3;0,43742;0,75255;0,11231;0,42438;1,86230;class negotiator.group7.Group7@985690010;class negotiator.group4.Group4@803145112;class negotiator.group1.Group1@1525175989;0,67233;0,43742;0,75255
5;0,222;165;Yes;No;3;0,63351;0,77427;0,02624;0,22425;2,07149;class negotiator.group4.Group4@522800115;class negotiator.group7.Group7@1345932928;class negotiator.group1.Group1@1649467045;0,63351;0,66370;0,77427
6;0,219;167;Yes;No;3;0,52650;0,80339;0,07838;0,17576;2,00161;class negotiator.group4.Group4@953273073;class negotiator.group1.Group1@1432531291;class negotiator.group7.Group7@1114241320;0,52650;0,80339;0,67173
1;0,212;166;Yes;No;3;0,43697;0,75282;0,09179;0,42093;1,84127;class negotiator.group1.Group1@2117337063;class negotiator.group4.Group4@132503404;class negotiator.group7.Group7@44169089;0,75282;0,43697;0,65148
