sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;0,170;169;Yes;No;3;0,68120;0,80240;0,04334;0,15451;2,27215;class negotiator.group1.Group1@1080275328;class negotiator.group4.Group4@1360685958;class negotiator.group7.Group7@495539203;0,78855;0,80240;0,68120
2;0,218;161;Yes;No;3;0,80093;0,82445;0,00000;0,16387;2,44686;class negotiator.group1.Group1@1438777521;class negotiator.group7.Group7@867930227;class negotiator.group4.Group4@1594394765;0,82147;0,80093;0,82445
3;0,211;160;Yes;No;3;0,64086;0,79564;0,07722;0,18216;2,22691;class negotiator.group7.Group7@1246572469;class negotiator.group1.Group1@293026351;class negotiator.group4.Group4@713878686;0,79041;0,79564;0,64086
4;0,172;166;Yes;No;3;0,34785;0,78278;0,18216;0,59277;1,85619;class negotiator.group7.Group7@1479724376;class negotiator.group4.Group4@1866955172;class negotiator.group1.Group1@1032009487;0,72556;0,34785;0,78278
5;0,221;160;Yes;No;3;0,59531;0,85740;0,00000;0,19967;2,26157;class negotiator.group4.Group4@1691405233;class negotiator.group7.Group7@1206715692;class negotiator.group1.Group1@435073176;0,59531;0,85740;0,80886
6;0,173;169;Yes;No;3;0,56133;0,75697;0,24390;0,30733;1,92845;class negotiator.group4.Group4@1220085904;class negotiator.group1.Group1@1809926972;class negotiator.group7.Group7@336758649;0,61014;0,75697;0,56133
1;0,167;169;Yes;No;3;0,38802;0,80007;0,33753;0,57528;1,77522;class negotiator.group1.Group1@1189006368;class negotiator.group4.Group4@1294691641;class negotiator.group7.Group7@1578098883;0,80007;0,38802;0,58713
2;0,216;162;Yes;No;3;0,68120;0,80240;0,04334;0,15451;2,27215;class negotiator.group1.Group1@917199048;class negotiator.group7.Group7@726781570;class negotiator.group4.Group4@130862854;0,78855;0,80240;0,68120
3;0,203;162;Yes;No;3;0,70292;0,89757;0,00000;0,09683;2,44214;class negotiator.group7.Group7@700193058;class negotiator.group1.Group1@2081823893;class negotiator.group4.Group4@263109080;0,84165;0,89757;0,70292
4;0,185;159;Yes;No;3;0,74065;0,86796;0,00000;0,22886;2,42000;class negotiator.group7.Group7@1401226790;class negotiator.group4.Group4@1112986528;class negotiator.group1.Group1@1382010726;0,86796;0,74065;0,81139
