Session,Time (s),Rounds,Agreement,Discounted,Approval,Min. utility,Max. utility,Distance to pareto,Distance to Nash,Social welfare,Agent name 1,Agent name 2,Agent name 3,Agent utility 1,Agent utility 2,Agent utility 3
1,0.695,92,Yes,No,3,0.76026,0.89427,0,0.21896,2.42977,class negotiator.group1.Group1@895502634,class negotiator.group3.Group3@1000845814,class negotiator.group6.Group6@1066934874,0.89427,0.76026,0.77523
2,0.523,103,Yes,No,3,0.69426,0.90088,0,0.24579,2.33432,class negotiator.group1.Group1@2056960973,class negotiator.group6.Group6@1300534445,class negotiator.group3.Group3@1261085930,0.90088,0.73918,0.69426
3,1.103,90,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group6.Group6@903796007,class negotiator.group1.Group1@448087170,class negotiator.group3.Group3@1937611397,0.76884,0.93824,0.75214
4,0.324,115,Yes,No,3,0.59009,0.90008,0.04883,0.37847,2.12942,class negotiator.group6.Group6@1835957748,class negotiator.group3.Group3@786102931,class negotiator.group1.Group1@519781022,0.59009,0.63925,0.90008
5,0.468,97,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group3.Group3@21836406,class negotiator.group6.Group6@525500022,class negotiator.group1.Group1@1722093933,0.79516,0.78132,0.86061
6,0.657,110,Yes,No,3,0.69426,0.86269,0.06793,0.09887,2.29901,class negotiator.group3.Group3@567142637,class negotiator.group1.Group1@1241227296,class negotiator.group6.Group6@1171703463,0.74206,0.86269,0.69426
1,0.636,95,Yes,No,3,0.71959,0.85787,0.05694,0.23752,2.30348,class negotiator.group1.Group1@188123401,class negotiator.group3.Group3@1165132290,class negotiator.group6.Group6@1360838700,0.85787,0.71959,0.72602
2,0.644,104,Yes,No,3,0.71956,0.87457,0.04883,0.24387,2.32455,class negotiator.group1.Group1@579655510,class negotiator.group6.Group6@491613391,class negotiator.group3.Group3@1283362806,0.87457,0.71956,0.73042
3,0.688,90,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group6.Group6@2077502453,class negotiator.group1.Group1@1067873726,class negotiator.group3.Group3@1232817553,0.76884,0.93824,0.75214
4,0.252,97,Yes,No,3,0.70048,0.87951,0,0.27157,2.3173,class negotiator.group6.Group6@1900178039,class negotiator.group3.Group3@722697257,class negotiator.group1.Group1@655685488,0.73731,0.70048,0.87951
5,0.587,109,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group3.Group3@873472454,class negotiator.group6.Group6@1457775841,class negotiator.group1.Group1@1721841696,0.79516,0.78132,0.86061
6,0.787,111,Yes,No,3,0.711,0.8574,0,0.10119,2.33945,class negotiator.group3.Group3@1720642803,class negotiator.group1.Group1@1394999285,class negotiator.group6.Group6@438885788,0.711,0.8574,0.77105
1,0.488,108,Yes,No,3,0.71959,0.85787,0.05694,0.23752,2.30348,class negotiator.group1.Group1@1965528769,class negotiator.group3.Group3@1683953122,class negotiator.group6.Group6@419009739,0.85787,0.71959,0.72602
2,0.625,104,Yes,No,3,0.69426,0.90088,0,0.24579,2.33432,class negotiator.group1.Group1@1155624565,class negotiator.group6.Group6@230259126,class negotiator.group3.Group3@299208166,0.90088,0.73918,0.69426
3,0.591,99,Yes,No,3,0.711,0.8574,0,0.10119,2.33945,class negotiator.group6.Group6@1163791579,class negotiator.group1.Group1@167989443,class negotiator.group3.Group3@1286733052,0.711,0.8574,0.77105
4,0.349,95,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group6.Group6@1899426353,class negotiator.group3.Group3@1153110040,class negotiator.group1.Group1@1420739844,0.79516,0.78132,0.86061
5,0.75,110,Yes,No,3,0.61963,0.89842,0,0.3618,2.19752,class negotiator.group3.Group3@389776753,class negotiator.group6.Group6@1364871901,class negotiator.group1.Group1@1300081470,0.67947,0.61963,0.89842
6,0.646,108,Yes,No,3,0.65371,0.8569,0.05694,0.13278,2.31585,class negotiator.group3.Group3@1876541808,class negotiator.group1.Group1@612553207,class negotiator.group6.Group6@655194904,0.80524,0.8569,0.65371
1,0.579,111,Yes,No,3,0.64771,0.86774,0.07177,0.29946,2.19104,class negotiator.group1.Group1@126423196,class negotiator.group3.Group3@653951836,class negotiator.group6.Group6@348517149,0.86774,0.67559,0.64771
2,0.491,98,Yes,No,3,0.71959,0.85787,0.05694,0.23752,2.30348,class negotiator.group1.Group1@1490849574,class negotiator.group6.Group6@396261713,class negotiator.group3.Group3@1695348893,0.85787,0.71959,0.72602
3,0.752,93,Yes,No,3,0.62462,0.85357,0.10843,0.15536,2.2205,class negotiator.group6.Group6@1592439354,class negotiator.group1.Group1@1660138366,class negotiator.group3.Group3@105060992,0.74231,0.85357,0.62462
4,0.304,95,Yes,No,3,0.70048,0.87951,0,0.27157,2.3173,class negotiator.group6.Group6@76141253,class negotiator.group3.Group3@259644172,class negotiator.group1.Group1@1894707678,0.73731,0.70048,0.87951
5,0.693,104,Yes,No,3,0.62162,0.91733,0,0.3248,2.23943,class negotiator.group3.Group3@1860657753,class negotiator.group6.Group6@607292090,class negotiator.group1.Group1@1699906699,0.62162,0.70048,0.91733
6,0.739,109,Yes,No,3,0.69426,0.86269,0.06793,0.09887,2.29901,class negotiator.group3.Group3@1656089086,class negotiator.group1.Group1@924166747,class negotiator.group6.Group6@121799001,0.74206,0.86269,0.69426
1,0.705,98,Yes,No,3,0.71956,0.87457,0.04883,0.24387,2.32455,class negotiator.group1.Group1@1992637414,class negotiator.group3.Group3@997381849,class negotiator.group6.Group6@556786846,0.87457,0.71956,0.73042
2,0.653,113,Yes,No,3,0.67889,0.94737,0,0.32275,2.30746,class negotiator.group1.Group1@854909355,class negotiator.group6.Group6@1840375320,class negotiator.group3.Group3@1087906153,0.94737,0.67889,0.6812
3,0.772,91,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group6.Group6@512571128,class negotiator.group1.Group1@190936379,class negotiator.group3.Group3@1770181481,0.76884,0.93824,0.75214
4,0.316,108,Yes,No,3,0.62162,0.91733,0,0.3248,2.23943,class negotiator.group6.Group6@1758487641,class negotiator.group3.Group3@530429261,class negotiator.group1.Group1@525714216,0.62162,0.70048,0.91733
5,0.857,101,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group3.Group3@1613976112,class negotiator.group6.Group6@195694787,class negotiator.group1.Group1@2045766438,0.79516,0.78132,0.86061
6,0.615,101,Yes,No,3,0.69604,0.8569,0.06975,0.11975,2.25587,class negotiator.group3.Group3@1217543088,class negotiator.group1.Group1@843731520,class negotiator.group6.Group6@1774018754,0.69604,0.8569,0.70292
1,0.645,94,Yes,No,3,0.76026,0.89427,0,0.21896,2.42977,class negotiator.group1.Group1@1871511560,class negotiator.group3.Group3@916187634,class negotiator.group6.Group6@1453552947,0.89427,0.76026,0.77523
2,0.679,104,Yes,No,3,0.69426,0.90088,0,0.24579,2.33432,class negotiator.group1.Group1@1419424853,class negotiator.group6.Group6@1401971598,class negotiator.group3.Group3@976077943,0.90088,0.73918,0.69426
3,0.483,97,Yes,No,3,0.69426,0.86269,0.06793,0.09887,2.29901,class negotiator.group6.Group6@2003444972,class negotiator.group1.Group1@1985154632,class negotiator.group3.Group3@638557983,0.74206,0.86269,0.69426
4,0.525,109,Yes,No,3,0.70048,0.87951,0,0.27157,2.3173,class negotiator.group6.Group6@1918237141,class negotiator.group3.Group3@1413410359,class negotiator.group1.Group1@988912566,0.73731,0.70048,0.87951
5,0.819,102,Yes,No,3,0.70048,0.87951,0,0.27157,2.3173,class negotiator.group3.Group3@1625033872,class negotiator.group6.Group6@1025169935,class negotiator.group1.Group1@511104205,0.73731,0.70048,0.87951
6,0.495,105,Yes,No,3,0.69426,0.86269,0.06793,0.09887,2.29901,class negotiator.group3.Group3@686604446,class negotiator.group1.Group1@676655519,class negotiator.group6.Group6@1140169784,0.74206,0.86269,0.69426
1,0.5,114,Yes,No,3,0.67889,0.94737,0,0.32275,2.30746,class negotiator.group1.Group1@1796077623,class negotiator.group3.Group3@631975416,class negotiator.group6.Group6@721221851,0.94737,0.67889,0.6812
2,0.32,100,Yes,No,3,0.69426,0.90088,0,0.24579,2.33432,class negotiator.group1.Group1@1158129120,class negotiator.group6.Group6@1104093495,class negotiator.group3.Group3@1031208987,0.90088,0.73918,0.69426
3,0.413,91,Yes,No,3,0.57273,0.95933,0,0.18076,2.2943,class negotiator.group6.Group6@1879055694,class negotiator.group1.Group1@139501067,class negotiator.group3.Group3@816758959,0.76223,0.95933,0.57273
4,0.223,106,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group6.Group6@895248761,class negotiator.group3.Group3@1170667761,class negotiator.group1.Group1@1240106628,0.79516,0.78132,0.86061
5,0.396,109,Yes,No,3,0.6598,0.86811,0.04048,0.31067,2.22234,class negotiator.group3.Group3@252157102,class negotiator.group6.Group6@1497770902,class negotiator.group1.Group1@733303103,0.69442,0.6598,0.86811
6,0.313,97,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group3.Group3@913718379,class negotiator.group1.Group1@94840039,class negotiator.group6.Group6@1842722142,0.76884,0.93824,0.75214
1,0.242,101,Yes,No,3,0.76026,0.89427,0,0.21896,2.42977,class negotiator.group1.Group1@1827159410,class negotiator.group3.Group3@1803211232,class negotiator.group6.Group6@1464225908,0.89427,0.76026,0.77523
2,0.247,111,Yes,No,3,0.69426,0.90088,0,0.24579,2.33432,class negotiator.group1.Group1@393830535,class negotiator.group6.Group6@987221175,class negotiator.group3.Group3@119537628,0.90088,0.73918,0.69426
3,0.35,90,Yes,No,3,0.57273,0.95933,0,0.18076,2.2943,class negotiator.group6.Group6@1656740539,class negotiator.group1.Group1@1042211635,class negotiator.group3.Group3@984097331,0.76223,0.95933,0.57273
4,0.163,100,Yes,No,3,0.70048,0.87951,0,0.27157,2.3173,class negotiator.group6.Group6@1110563749,class negotiator.group3.Group3@1581759322,class negotiator.group1.Group1@394906842,0.73731,0.70048,0.87951
5,0.39,108,Yes,No,3,0.6598,0.86811,0.04048,0.31067,2.22234,class negotiator.group3.Group3@1816911266,class negotiator.group6.Group6@543940477,class negotiator.group1.Group1@1133849921,0.69442,0.6598,0.86811
6,0.721,97,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group3.Group3@446945013,class negotiator.group1.Group1@683126478,class negotiator.group6.Group6@1448676498,0.76884,0.93824,0.75214
1,0.392,94,Yes,No,3,0.76026,0.89427,0,0.21896,2.42977,class negotiator.group1.Group1@1011670077,class negotiator.group3.Group3@953983295,class negotiator.group6.Group6@763935028,0.89427,0.76026,0.77523
2,0.315,108,Yes,No,3,0.69426,0.90088,0,0.24579,2.33432,class negotiator.group1.Group1@858459531,class negotiator.group6.Group6@1767674599,class negotiator.group3.Group3@877921194,0.90088,0.73918,0.69426
3,0.533,90,Yes,No,3,0.57273,0.95933,0,0.18076,2.2943,class negotiator.group6.Group6@1560108301,class negotiator.group1.Group1@936465484,class negotiator.group3.Group3@974595067,0.76223,0.95933,0.57273
4,0.311,114,Yes,No,3,0.59009,0.90008,0.04883,0.37847,2.12942,class negotiator.group6.Group6@785002048,class negotiator.group3.Group3@417926049,class negotiator.group1.Group1@631721924,0.59009,0.63925,0.90008
5,0.591,93,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group3.Group3@648853616,class negotiator.group6.Group6@1500195531,class negotiator.group1.Group1@160405060,0.79516,0.78132,0.86061
6,0.592,96,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group3.Group3@373891550,class negotiator.group1.Group1@1432712287,class negotiator.group6.Group6@1431843146,0.76884,0.93824,0.75214
1,0.591,97,Yes,No,3,0.76026,0.89427,0,0.21896,2.42977,class negotiator.group1.Group1@537964563,class negotiator.group3.Group3@2131239454,class negotiator.group6.Group6@28403244,0.89427,0.76026,0.77523
2,0.469,103,Yes,No,3,0.71956,0.87457,0.04883,0.24387,2.32455,class negotiator.group1.Group1@368563505,class negotiator.group6.Group6@818053044,class negotiator.group3.Group3@249869152,0.87457,0.71956,0.73042
3,0.61,95,Yes,No,3,0.65371,0.8569,0.05694,0.13278,2.31585,class negotiator.group6.Group6@82719894,class negotiator.group1.Group1@798697319,class negotiator.group3.Group3@210227967,0.80524,0.8569,0.65371
4,0.267,94,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group6.Group6@668143548,class negotiator.group3.Group3@1382864212,class negotiator.group1.Group1@616194145,0.79516,0.78132,0.86061
5,0.69,114,Yes,No,3,0.63925,0.86227,0.0287,0.32481,2.2073,class negotiator.group3.Group3@370695715,class negotiator.group6.Group6@696847795,class negotiator.group1.Group1@494644131,0.70578,0.63925,0.86227
6,0.518,108,Yes,No,3,0.70292,0.89757,0,0.09683,2.44214,class negotiator.group3.Group3@1781885189,class negotiator.group1.Group1@1049152294,class negotiator.group6.Group6@1603124689,0.84165,0.89757,0.70292
