Session,Time (s),Rounds,Agreement,Discounted,Approval,Min. utility,Max. utility,Distance to pareto,Distance to Nash,Social welfare,Agent name 1,Agent name 2,Agent name 3,Agent utility 1,Agent utility 2,Agent utility 3
1,0.693,95,Yes,No,3,0.67173,0.85345,0,0.2241,2.22013,class negotiator.group1.Group1@1417393321,class negotiator.group3.Group3@1346644734,class negotiator.group8.Group8@356957842,0.85345,0.69495,0.67173
2,0.637,104,Yes,No,3,0.57614,0.8862,0,0.34828,2.04081,class negotiator.group1.Group1@1434175438,class negotiator.group8.Group8@1969832413,class negotiator.group3.Group3@689400048,0.8862,0.57847,0.57614
3,0.756,91,Yes,No,3,0.5355,0.91987,0,0.16549,2.08391,class negotiator.group8.Group8@1160865129,class negotiator.group1.Group1@1316982710,class negotiator.group3.Group3@1898403853,0.62854,0.91987,0.5355
4,0.413,108,Yes,No,3,0.55387,0.87572,0.0427,0.32988,2.06553,class negotiator.group8.Group8@1676017201,class negotiator.group3.Group3@766625033,class negotiator.group1.Group1@528612662,0.55387,0.63595,0.87572
5,0.674,122,Yes,No,3,0.47657,0.86378,0.02427,0.43225,1.9462,class negotiator.group3.Group3@1420634619,class negotiator.group8.Group8@418730281,class negotiator.group1.Group1@1003443891,0.60586,0.47657,0.86378
6,0.494,107,Yes,No,3,0.67173,0.85342,0,0,2.22013,class negotiator.group3.Group3@733443249,class negotiator.group1.Group1@384328397,class negotiator.group8.Group8@614864160,0.69499,0.85342,0.67173
1,0.675,108,Yes,No,3,0.5355,0.9199,0,0.34602,2.0839,class negotiator.group1.Group1@1704834505,class negotiator.group3.Group3@1964984119,class negotiator.group8.Group8@540327251,0.9199,0.6285,0.5355
2,0.535,96,Yes,No,3,0.5892,0.8598,0,0.30945,2.05386,class negotiator.group1.Group1@883929952,class negotiator.group8.Group8@1016363969,class negotiator.group3.Group3@859678107,0.8598,0.60485,0.5892
3,0.546,98,Yes,No,3,0.50751,0.93355,0,0.19951,2.05594,class negotiator.group8.Group8@921061514,class negotiator.group1.Group1@2140920197,class negotiator.group3.Group3@1615790020,0.61488,0.93355,0.50751
4,0.641,104,Yes,No,3,0.55387,0.87572,0.0427,0.32988,2.06553,class negotiator.group8.Group8@1040293675,class negotiator.group3.Group3@975643257,class negotiator.group1.Group1@458330953,0.55387,0.63595,0.87572
5,0.629,114,Yes,No,3,0.51018,0.87808,0,0.40298,2.12796,class negotiator.group3.Group3@217509688,class negotiator.group8.Group8@1044169034,class negotiator.group1.Group1@1032521758,0.7397,0.51018,0.87808
6,0.643,122,Yes,No,3,0.67173,0.85342,0,0,2.22013,class negotiator.group3.Group3@710352701,class negotiator.group1.Group1@300137056,class negotiator.group8.Group8@1233985415,0.69499,0.85342,0.67173
1,0.642,114,Yes,No,3,0.56113,0.87987,0,0.35861,2.01793,class negotiator.group1.Group1@740500816,class negotiator.group3.Group3@1042250014,class negotiator.group8.Group8@841212935,0.87987,0.56113,0.57693
2,0.538,97,Yes,No,3,0.5355,0.9199,0,0.34602,2.0839,class negotiator.group1.Group1@326345955,class negotiator.group8.Group8@642718328,class negotiator.group3.Group3@1675448358,0.9199,0.6285,0.5355
3,0.557,101,Yes,No,3,0.50751,0.93355,0,0.19951,2.05594,class negotiator.group8.Group8@1316197254,class negotiator.group1.Group1@1076458007,class negotiator.group3.Group3@510344368,0.61488,0.93355,0.50751
4,0.645,115,Yes,No,3,0.54754,0.87808,0.06032,0.34562,2.04423,class negotiator.group8.Group8@1320236676,class negotiator.group3.Group3@167251294,class negotiator.group1.Group1@1849192593,0.54754,0.61861,0.87808
5,0.665,121,Yes,No,3,0.58123,0.87808,0,0.29943,2.12796,class negotiator.group3.Group3@822838314,class negotiator.group8.Group8@1992917401,class negotiator.group1.Group1@1058201827,0.58123,0.66865,0.87808
6,0.616,113,Yes,No,3,0.67173,0.85342,0,0,2.22013,class negotiator.group3.Group3@310616936,class negotiator.group1.Group1@2135187398,class negotiator.group8.Group8@1169935614,0.69499,0.85342,0.67173
1,0.731,118,Yes,No,3,0.54856,0.8935,0,0.30658,2.09695,class negotiator.group1.Group1@1829124434,class negotiator.group3.Group3@1653690233,class negotiator.group8.Group8@1073124994,0.8935,0.65489,0.54856
2,0.558,99,Yes,No,3,0.58752,0.85347,0,0.32016,2.03098,class negotiator.group1.Group1@607216062,class negotiator.group8.Group8@2023821507,class negotiator.group3.Group3@279142953,0.85347,0.58752,0.58999
3,0.525,91,Yes,No,3,0.5355,0.91987,0,0.16549,2.08391,class negotiator.group8.Group8@468362297,class negotiator.group1.Group1@888736363,class negotiator.group3.Group3@1143874367,0.62854,0.91987,0.5355
4,0.682,107,Yes,No,3,0.58123,0.87808,0,0.29943,2.12796,class negotiator.group8.Group8@1335337913,class negotiator.group3.Group3@17964318,class negotiator.group1.Group1@2101671173,0.58123,0.66865,0.87808
5,0.632,120,Yes,No,3,0.51018,0.87808,0,0.40298,2.12796,class negotiator.group3.Group3@1220941385,class negotiator.group8.Group8@977202819,class negotiator.group1.Group1@735440439,0.7397,0.51018,0.87808
6,0.623,133,Yes,No,3,0.45298,0.82977,0.06451,0.22808,1.91764,class negotiator.group3.Group3@1902365333,class negotiator.group1.Group1@166723246,class negotiator.group8.Group8@1156072422,0.63489,0.82977,0.45298
1,0.651,119,Yes,No,3,0.5892,0.8598,0,0.30945,2.05386,class negotiator.group1.Group1@1078507802,class negotiator.group3.Group3@798024932,class negotiator.group8.Group8@1509713206,0.8598,0.60485,0.5892
2,0.431,102,Yes,No,3,0.5892,0.8598,0,0.30945,2.05386,class negotiator.group1.Group1@1594751644,class negotiator.group8.Group8@1518864398,class negotiator.group3.Group3@1914134655,0.8598,0.60485,0.5892
