Session,Time (s),Rounds,Agreement,Discounted,Approval,Min. utility,Max. utility,Distance to pareto,Distance to Nash,Social welfare,Agent name 1,Agent name 2,Agent name 3,Agent utility 1,Agent utility 2,Agent utility 3
1,2.48,127,Yes,No,3,0.70292,0.89757,0,0.09683,2.44214,class negotiator.group1.Group1@986886958,class negotiator.group5.Group5@873810436,class negotiator.group8.Group8@808114270,0.84165,0.89757,0.70292
2,2.129,93,Yes,No,3,0.67889,0.94737,0,0.32275,2.30746,class negotiator.group1.Group1@1965572159,class negotiator.group8.Group8@1523373687,class negotiator.group5.Group5@1150808640,0.94737,0.67889,0.6812
3,1.606,93,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group8.Group8@580467364,class negotiator.group1.Group1@352829296,class negotiator.group5.Group5@692366537,0.76884,0.93824,0.75214
4,2.596,120,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group8.Group8@1387945555,class negotiator.group5.Group5@966595258,class negotiator.group1.Group1@290047686,0.79516,0.78132,0.86061
5,1.891,94,Yes,No,3,0.63158,0.88821,0,0.33973,2.23514,class negotiator.group5.Group5@493294274,class negotiator.group8.Group8@489656315,class negotiator.group1.Group1@1282823718,0.71535,0.63158,0.88821
6,1.927,92,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group5.Group5@332842648,class negotiator.group1.Group1@914503458,class negotiator.group8.Group8@1462969950,0.76884,0.93824,0.75214
1,1.982,102,Yes,No,3,0.63061,0.92059,0,0.29151,2.27223,class negotiator.group1.Group1@696946168,class negotiator.group5.Group5@214789207,class negotiator.group8.Group8@726753739,0.92059,0.72103,0.63061
2,1.833,94,Yes,No,3,0.69426,0.90088,0,0.24579,2.33432,class negotiator.group1.Group1@1704899369,class negotiator.group8.Group8@403048239,class negotiator.group5.Group5@2135846828,0.90088,0.73918,0.69426
3,1.844,95,Yes,No,3,0.63159,0.91916,0.10119,0.17773,2.1916,class negotiator.group8.Group8@1605437111,class negotiator.group1.Group1@1336336787,class negotiator.group5.Group5@1731311671,0.63159,0.91916,0.64086
4,2.784,149,Yes,No,3,0.48484,0.82777,0.14649,0.39225,1.99109,class negotiator.group8.Group8@1796114546,class negotiator.group5.Group5@1021165338,class negotiator.group1.Group1@1150249835,0.48484,0.67848,0.82777
5,2.234,118,Yes,No,3,0.63925,0.86227,0.0287,0.32481,2.2073,class negotiator.group5.Group5@781550541,class negotiator.group8.Group8@835179381,class negotiator.group1.Group1@1613995832,0.70578,0.63925,0.86227
6,1.913,93,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group5.Group5@1599628390,class negotiator.group1.Group1@1565593515,class negotiator.group8.Group8@1375875855,0.76884,0.93824,0.75214
1,1.915,101,Yes,No,3,0.74065,0.86796,0,0.22886,2.42,class negotiator.group1.Group1@783596584,class negotiator.group5.Group5@844334796,class negotiator.group8.Group8@1730870138,0.86796,0.74065,0.81139
2,2.185,115,Yes,No,3,0.71956,0.87457,0.04883,0.24387,2.32455,class negotiator.group1.Group1@611526363,class negotiator.group8.Group8@791518081,class negotiator.group5.Group5@31853902,0.87457,0.71956,0.73042
3,1.804,95,Yes,No,3,0.59531,0.8574,0,0.19967,2.26157,class negotiator.group8.Group8@824694563,class negotiator.group1.Group1@207579682,class negotiator.group5.Group5@1332545979,0.59531,0.8574,0.80886
4,2.252,117,Yes,No,3,0.53112,0.85357,0.0972,0.46492,1.95325,class negotiator.group8.Group8@2127618405,class negotiator.group5.Group5@1900130131,class negotiator.group1.Group1@112772387,0.56856,0.53112,0.85357
5,2.257,118,Yes,No,3,0.59858,0.85087,0.05459,0.36925,2.11234,class negotiator.group5.Group5@557790366,class negotiator.group8.Group8@1486696981,class negotiator.group1.Group1@609887586,0.66289,0.59858,0.85087
6,1.744,92,Yes,No,3,0.70292,0.89757,0,0.09683,2.44214,class negotiator.group5.Group5@1678470423,class negotiator.group1.Group1@1019752140,class negotiator.group8.Group8@234139354,0.84165,0.89757,0.70292
1,1.751,94,Yes,No,3,0.63061,0.92059,0,0.29151,2.27223,class negotiator.group1.Group1@2020670259,class negotiator.group5.Group5@1202471679,class negotiator.group8.Group8@988785288,0.92059,0.72103,0.63061
2,1.782,96,Yes,No,3,0.67889,0.94737,0,0.32275,2.30746,class negotiator.group1.Group1@306532721,class negotiator.group8.Group8@1830001001,class negotiator.group5.Group5@1208845710,0.94737,0.67889,0.6812
3,1.874,98,Yes,No,3,0.62195,1,0,0.16453,2.31138,class negotiator.group8.Group8@267509229,class negotiator.group1.Group1@923257787,class negotiator.group5.Group5@1185858787,0.68943,1,0.62195
4,1.794,95,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group8.Group8@1655380045,class negotiator.group5.Group5@1664401216,class negotiator.group1.Group1@1785195150,0.79516,0.78132,0.86061
5,2.054,107,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group5.Group5@1524540157,class negotiator.group8.Group8@1619894427,class negotiator.group1.Group1@637914485,0.79516,0.78132,0.86061
6,1.819,99,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group5.Group5@1944285345,class negotiator.group1.Group1@1543896426,class negotiator.group8.Group8@1359021833,0.76884,0.93824,0.75214
1,1.773,97,Yes,No,3,0.63061,0.92059,0,0.29151,2.27223,class negotiator.group1.Group1@1508316729,class negotiator.group5.Group5@837354460,class negotiator.group8.Group8@1114916390,0.92059,0.72103,0.63061
2,1.763,93,Yes,No,3,0.71956,0.87457,0.04883,0.24387,2.32455,class negotiator.group1.Group1@462698542,class negotiator.group8.Group8@2057544635,class negotiator.group5.Group5@53323984,0.87457,0.71956,0.73042
3,1.795,94,Yes,No,3,0.62195,0.90192,0.11131,0.18895,2.16068,class negotiator.group8.Group8@1669893093,class negotiator.group1.Group1@1508350706,class negotiator.group5.Group5@1052660750,0.6368,0.90192,0.62195
4,1.864,98,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group8.Group8@1346043937,class negotiator.group5.Group5@2009824864,class negotiator.group1.Group1@312363617,0.79516,0.78132,0.86061
5,2.11,112,Yes,No,3,0.61963,0.89842,0,0.3618,2.19752,class negotiator.group5.Group5@1590456856,class negotiator.group8.Group8@1451117544,class negotiator.group1.Group1@2053773113,0.67947,0.61963,0.89842
6,1.782,94,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group5.Group5@440895319,class negotiator.group1.Group1@656829109,class negotiator.group8.Group8@52642994,0.76884,0.93824,0.75214
1,1.949,104,Yes,No,3,0.71959,0.85787,0.05694,0.23752,2.30348,class negotiator.group1.Group1@693782576,class negotiator.group5.Group5@251731827,class negotiator.group8.Group8@459718628,0.85787,0.71959,0.72602
2,1.768,97,Yes,No,3,0.69426,0.90088,0,0.24579,2.33432,class negotiator.group1.Group1@41516782,class negotiator.group8.Group8@2031730009,class negotiator.group5.Group5@2120540046,0.90088,0.73918,0.69426
3,1.803,96,Yes,No,3,0.711,0.8574,0,0.10119,2.33945,class negotiator.group8.Group8@1347671609,class negotiator.group1.Group1@429149395,class negotiator.group5.Group5@760469965,0.711,0.8574,0.77105
4,2.419,128,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group8.Group8@1972632390,class negotiator.group5.Group5@993991123,class negotiator.group1.Group1@16132275,0.79516,0.78132,0.86061
5,2.131,112,Yes,No,3,0.78132,0.86061,0,0.19257,2.43708,class negotiator.group5.Group5@861410513,class negotiator.group8.Group8@1501265975,class negotiator.group1.Group1@449440586,0.79516,0.78132,0.86061
6,1.758,92,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group5.Group5@726399760,class negotiator.group1.Group1@1489407028,class negotiator.group8.Group8@1572459811,0.76884,0.93824,0.75214
1,1.832,100,Yes,No,3,0.63061,0.92059,0,0.29151,2.27223,class negotiator.group1.Group1@150988389,class negotiator.group5.Group5@2090340113,class negotiator.group8.Group8@282303386,0.92059,0.72103,0.63061
2,1.93,98,Yes,No,3,0.67889,0.94737,0,0.32275,2.30746,class negotiator.group1.Group1@63980654,class negotiator.group8.Group8@1961576127,class negotiator.group5.Group5@1211580340,0.94737,0.67889,0.6812
3,1.889,99,Yes,No,3,0.75214,0.93824,0,0,2.45923,class negotiator.group8.Group8@1152672355,class negotiator.group1.Group1@1170648495,class negotiator.group5.Group5@1807144214,0.76884,0.93824,0.75214
4,1.575,98,Yes,No,3,0.59009,0.90008,0.04883,0.37847,2.12942,class negotiator.group8.Group8@437095755,class negotiator.group5.Group5@2102219539,class negotiator.group1.Group1@219558592,0.59009,0.63925,0.90008
