sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;0,325;113;Yes;No;3;0,58752;0,85347;0,00000;0,32016;2,03098;class negotiator.group1.Group1@2083045892;class negotiator.group6.Group6@1928274929;class negotiator.group8.Group8@1993386356;0,85347;0,58752;0,58999
2;0,204;114;Yes;No;3;0,58920;0,85980;0,00000;0,30945;2,05386;class negotiator.group1.Group1@869411274;class negotiator.group8.Group8@156300630;class negotiator.group6.Group6@44810022;0,85980;0,60485;0,58920
3;0,164;120;Yes;No;3;0,67173;0,85342;0,00000;0,00000;2,22013;class negotiator.group8.Group8@1908620558;class negotiator.group1.Group1@1409144453;class negotiator.group6.Group6@1560900585;0,69499;0,85342;0,67173
4;0,317;118;Yes;No;3;0,54754;0,87808;0,06032;0,34562;2,04423;class negotiator.group8.Group8@42251745;class negotiator.group6.Group6@1791480818;class negotiator.group1.Group1@1471375825;0,54754;0,61861;0,87808
5;0,360;119;Yes;No;3;0,52852;0,87684;0,05549;0,40932;1,95924;class negotiator.group6.Group6@1102302965;class negotiator.group8.Group8@1723809951;class negotiator.group1.Group1@850610169;0,55389;0,52852;0,87684
6;0,277;116;Yes;No;3;0,54815;0,88352;0,03402;0,17067;2,01285;class negotiator.group6.Group6@2122468767;class negotiator.group1.Group1@555344092;class negotiator.group8.Group8@1035921368;0,58119;0,88352;0,54815
1;0,169;117;Yes;No;3;0,50751;0,93355;0,00000;0,37525;2,05588;class negotiator.group1.Group1@354083609;class negotiator.group6.Group6@2040052368;class negotiator.group8.Group8@392800895;0,93355;0,61482;0,50751
2;0,107;117;Yes;No;3;0,54815;0,89985;0,00000;0,37490;2,01279;class negotiator.group1.Group1@1562582893;class negotiator.group8.Group8@534986235;class negotiator.group6.Group6@588470445;0,89985;0,56479;0,54815
3;0,081;122;Yes;No;3;0,54894;0,86618;0,03396;0,17225;1,98997;class negotiator.group8.Group8@2045981922;class negotiator.group1.Group1@1013875910;class negotiator.group6.Group6@988052053;0,57486;0,86618;0,54894
4;0,120;119;Yes;No;3;0,55387;0,87572;0,04270;0,32988;2,06553;class negotiator.group8.Group8@59480980;class negotiator.group6.Group6@1673526051;class negotiator.group1.Group1@725556006;0,55387;0,63595;0,87572
5;0,129;114;Yes;No;3;0,51018;0,87808;0,00000;0,40298;2,12796;class negotiator.group6.Group6@839973574;class negotiator.group8.Group8@1838714923;class negotiator.group1.Group1@1910638680;0,73970;0,51018;0,87808
6;0,107;118;Yes;No;3;0,57614;0,86984;0,00000;0,13941;2,04082;class negotiator.group6.Group6@584571753;class negotiator.group1.Group1@396677951;class negotiator.group8.Group8@1049890856;0,59484;0,86984;0,57614
1;0,123;118;Yes;No;3;0,56113;0,87987;0,00000;0,35861;2,01793;class negotiator.group1.Group1@1607823210;class negotiator.group6.Group6@1128659818;class negotiator.group8.Group8@1925838102;0,87987;0,56113;0,57693
2;0,059;120;Yes;No;3;0,57614;0,88620;0,00000;0,34828;2,04081;class negotiator.group1.Group1@1824702007;class negotiator.group8.Group8@412623610;class negotiator.group6.Group6@1961493544;0,88620;0,57847;0,57614
3;0,046;118;Yes;No;3;0,54894;0,86618;0,03396;0,17225;1,98997;class negotiator.group8.Group8@1236676326;class negotiator.group1.Group1@821826273;class negotiator.group6.Group6@1764387318;0,57486;0,86618;0,54894
4;0,108;109;Yes;No;3;0,58123;0,87808;0,00000;0,29943;2,12796;class negotiator.group8.Group8@905723391;class negotiator.group6.Group6@1699175099;class negotiator.group1.Group1@1595468348;0,58123;0,66865;0,87808
5;0,106;122;Yes;No;3;0,50213;0,86378;0,02427;0,41646;1,94619;class negotiator.group6.Group6@1038248563;class negotiator.group8.Group8@1772469237;class negotiator.group1.Group1@912828152;0,58029;0,50213;0,86378
6;0,091;115;Yes;No;3;0,53550;0,91987;0,00000;0,16549;2,08391;class negotiator.group6.Group6@783934211;class negotiator.group1.Group1@2536789;class negotiator.group8.Group8@1142475959;0,62854;0,91987;0,53550
1;0,092;106;Yes;No;3;0,67173;0,85345;0,00000;0,22410;2,22013;class negotiator.group1.Group1@926215594;class negotiator.group6.Group6@1458872756;class negotiator.group8.Group8@1674390050;0,85345;0,69495;0,67173
2;0,063;122;Yes;No;3;0,52844;0,85250;0,03458;0,37358;1,95708;class negotiator.group1.Group1@1639067544;class negotiator.group8.Group8@1912326073;class negotiator.group6.Group6@40972595;0,85250;0,52844;0,57614
3;0,056;128;Yes;No;3;0,51613;0,75099;0,06285;0,18722;1,98080;class negotiator.group8.Group8@149395301;class negotiator.group1.Group1@2027534094;class negotiator.group6.Group6@1471177123;0,71369;0,75099;0,51613
4;0,110;121;Yes;No;3;0,48014;0,87808;0,11280;0,37930;1,97683;class negotiator.group8.Group8@1556298447;class negotiator.group6.Group6@1756086925;class negotiator.group1.Group1@1577023825;0,48014;0,61861;0,87808
5;0,117;113;Yes;No;3;0,58123;0,87808;0,00000;0,29943;2,12796;class negotiator.group6.Group6@160867892;class negotiator.group8.Group8@1279717515;class negotiator.group1.Group1@2052062244;0,58123;0,66865;0,87808
6;0,081;109;Yes;No;3;0,54856;0,89348;0,00000;0,13557;2,09698;class negotiator.group6.Group6@1549547469;class negotiator.group1.Group1@1615306100;class negotiator.group8.Group8@461302623;0,65493;0,89348;0,54856
1;0,089;110;Yes;No;3;0,58920;0,85980;0,00000;0,30945;2,05386;class negotiator.group1.Group1@517315272;class negotiator.group6.Group6@596255872;class negotiator.group8.Group8@2147131832;0,85980;0,60485;0,58920
2;0,058;119;Yes;No;3;0,58920;0,85980;0,00000;0,30945;2,05386;class negotiator.group1.Group1@322083083;class negotiator.group8.Group8@562254463;class negotiator.group6.Group6@1407180011;0,85980;0,60485;0,58920
