sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;2,082;104;Yes;No;3;0,65193;0,91098;0,06787;0,27845;2,42265;class negotiator.group1.Group1@1075519996;class negotiator.group8.Group8@1143258407;class negotiator.group10.Group10@19278791;0,91098;0,65193;0,85973
2;4,129;129;Yes;No;3;0,50487;0,81910;0,29352;0,54706;1,93545;class negotiator.group1.Group1@820898779;class negotiator.group10.Group10@1371645284;class negotiator.group8.Group8@1628034184;0,81910;0,50487;0,61149
3;0,191;72;Yes;No;3;0,73201;0,95071;0,08903;0,19696;2,54946;class negotiator.group10.Group10@385057875;class negotiator.group1.Group1@1254484332;class negotiator.group8.Group8@1699203368;0,73201;0,95071;0,86675
4;0,268;90;Yes;No;3;0,62403;1,00000;0,00000;0,30536;2,55390;class negotiator.group10.Group10@1591651338;class negotiator.group8.Group8@1001762868;class negotiator.group1.Group1@1616916707;1,00000;0,62403;0,92987
5;1,522;106;Yes;No;3;0,64588;1,00000;0,00000;0,26831;2,53460;class negotiator.group8.Group8@877749751;class negotiator.group10.Group10@586372953;class negotiator.group1.Group1@1140169932;0,64588;1,00000;0,88872
6;3,564;128;Yes;No;3;0,51184;0,86105;0,34117;0,52710;1,98031;class negotiator.group8.Group8@1114224440;class negotiator.group1.Group1@2056808883;class negotiator.group10.Group10@367303120;0,51184;0,86105;0,60743
1;3,253;126;Yes;No;3;0,71084;0,93518;0,00000;0,20351;2,57588;class negotiator.group1.Group1@670265138;class negotiator.group8.Group8@505372558;class negotiator.group10.Group10@797212548;0,93518;0,71084;0,92987
2;3,127;123;Yes;No;3;0,73406;0,91296;0,06724;0,20685;2,51782;class negotiator.group1.Group1@1564199405;class negotiator.group10.Group10@968629995;class negotiator.group8.Group8@902311431;0,91296;0,73406;0,87081
3;1,501;104;Yes;No;3;0,66719;0,90731;0,12991;0,28014;2,37472;class negotiator.group10.Group10@985550834;class negotiator.group1.Group1@1672234248;class negotiator.group8.Group8@400615276;0,66719;0,90731;0,80023
4;0,062;22;Yes;No;3;0,86258;1,00000;0,00000;0,00000;2,75013;class negotiator.group10.Group10@716797897;class negotiator.group8.Group8@725414803;class negotiator.group1.Group1@997698079;0,86258;0,88755;1,00000
5;3,067;123;Yes;No;3;0,70886;0,93705;0,08966;0,17466;2,57939;class negotiator.group8.Group8@1005414033;class negotiator.group10.Group10@2004986388;class negotiator.group1.Group1@1906360745;0,70886;0,93705;0,93348
6;3,549;129;Yes;No;3;0,51184;0,86105;0,34117;0,52710;1,98031;class negotiator.group8.Group8@562803089;class negotiator.group1.Group1@1537240766;class negotiator.group10.Group10@754602474;0,51184;0,86105;0,60743
