sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;0,067;118;Yes;No;3;0,82397;0,94094;0,00000;0,09667;2,67009;class negotiator.group1.Group1@1047878951;class negotiator.group4.Group4@188140410;class negotiator.group6.Group6@979942486;0,90518;0,82397;0,94094
2;0,056;102;Yes;No;3;0,71084;0,93518;0,00000;0,20351;2,57588;class negotiator.group1.Group1@1954256557;class negotiator.group6.Group6@1575056281;class negotiator.group4.Group4@2087481845;0,93518;0,71084;0,92987
3;0,041;87;Yes;No;3;0,81813;0,93400;0,00000;0,13448;2,63401;class negotiator.group6.Group6@1890090243;class negotiator.group1.Group1@1168607677;class negotiator.group4.Group4@2051275524;0,81813;0,93400;0,88188
4;0,044;70;Yes;No;3;0,83850;1,00000;0,00000;0,02484;2,73215;class negotiator.group6.Group6@1388320045;class negotiator.group4.Group4@1085171660;class negotiator.group1.Group1@2048959296;0,83850;0,89365;1,00000
5;0,038;92;Yes;No;3;0,82397;0,94094;0,00000;0,09667;2,67009;class negotiator.group4.Group4@1995218271;class negotiator.group6.Group6@676332792;class negotiator.group1.Group1@494291573;0,90518;0,82397;0,94094
6;0,043;118;Yes;No;3;0,84036;0,94094;0,00000;0,06724;2,69207;class negotiator.group4.Group4@1679421592;class negotiator.group1.Group1@1661124223;class negotiator.group6.Group6@1227404961;0,84036;0,91077;0,94094
1;0,059;118;Yes;No;3;0,82397;0,94094;0,00000;0,09667;2,67009;class negotiator.group1.Group1@305453068;class negotiator.group4.Group4@1263797546;class negotiator.group6.Group6@2032086792;0,90518;0,82397;0,94094
2;0,043;95;Yes;No;3;0,82397;0,94094;0,00000;0,09667;2,67009;class negotiator.group1.Group1@1280394774;class negotiator.group6.Group6@1808823678;class negotiator.group4.Group4@1121049214;0,90518;0,82397;0,94094
3;0,043;97;Yes;No;3;0,77460;0,92581;0,07150;0,11509;2,58754;class negotiator.group6.Group6@1787102229;class negotiator.group1.Group1@1120875861;class negotiator.group4.Group4@834044343;0,77460;0,88713;0,92581
4;0,040;68;Yes;No;3;0,83850;1,00000;0,00000;0,02484;2,73215;class negotiator.group6.Group6@1583122026;class negotiator.group4.Group4@209504652;class negotiator.group1.Group1@1418988731;0,83850;0,89365;1,00000
5;0,030;101;Yes;No;3;0,71084;0,93518;0,00000;0,20351;2,57588;class negotiator.group4.Group4@324521258;class negotiator.group6.Group6@1767803473;class negotiator.group1.Group1@1036714466;0,93518;0,71084;0,92987
6;0,048;121;Yes;No;3;0,79393;0,87510;0,09473;0,20077;2,48077;class negotiator.group4.Group4@157968507;class negotiator.group1.Group1@686909457;class negotiator.group6.Group6@15157527;0,79393;0,87510;0,81175
1;0,053;94;Yes;No;3;0,86258;1,00000;0,00000;0,00000;2,75013;class negotiator.group1.Group1@2109651313;class negotiator.group4.Group4@1954605621;class negotiator.group6.Group6@999323988;0,86258;0,88755;1,00000
