Session,Time (s),Rounds,Agreement,Discounted,Approval,Min. utility,Max. utility,Distance to pareto,Distance to Nash,Social welfare,Agent name 1,Agent name 2,Agent name 3,Agent utility 1,Agent utility 2,Agent utility 3
1,0.445,84,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@553049887,class negotiator.group2.Group2@617177049,class negotiator.group7.Group7@1640748324,0.9274,0.80075,1
2,0.486,148,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group1.Group1@1182282184,class negotiator.group7.Group7@1356861503,class negotiator.group2.Group2@1052355181,0.79591,0.95722,0.94094
3,0.644,159,Yes,No,3,0.86258,1,0,0,2.75013,class negotiator.group7.Group7@31730283,class negotiator.group1.Group1@110476782,class negotiator.group2.Group2@1445213419,0.86258,0.88755,1
4,0.477,115,Yes,No,3,0.62403,1,0,0.30536,2.5539,class negotiator.group7.Group7@633144960,class negotiator.group2.Group2@95082286,class negotiator.group1.Group1@779837624,1,0.62403,0.92987
5,0.369,93,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@1494194928,class negotiator.group7.Group7@348855895,class negotiator.group1.Group1@1200334919,0.77368,0.98045,1
6,0.317,92,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@847281838,class negotiator.group1.Group1@394115604,class negotiator.group7.Group7@1527260938,0.77368,0.98045,1
1,0.415,91,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@1104901564,class negotiator.group2.Group2@1889469991,class negotiator.group7.Group7@180928314,0.9274,0.80075,1
2,0.483,159,Yes,No,3,0.74161,0.81619,0.18291,0.28369,2.32754,class negotiator.group1.Group1@283306270,class negotiator.group7.Group7@168695851,class negotiator.group2.Group2@36211059,0.76973,0.81619,0.74161
3,0.601,155,Yes,No,3,0.8472,0.88295,0,0.12647,2.61203,class negotiator.group7.Group7@1305921379,class negotiator.group1.Group1@1257995742,class negotiator.group2.Group2@810478570,0.88295,0.8472,0.88188
4,0.574,120,Yes,No,3,0.62403,1,0,0.30536,2.5539,class negotiator.group7.Group7@1995149185,class negotiator.group2.Group2@234730464,class negotiator.group1.Group1@486095372,1,0.62403,0.92987
5,0.348,85,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group2.Group2@1529840578,class negotiator.group7.Group7@1905432737,class negotiator.group1.Group1@294668224,0.79591,0.95722,0.94094
6,0.365,88,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@1156331172,class negotiator.group1.Group1@1677368424,class negotiator.group7.Group7@105404198,0.77368,0.98045,1
1,0.322,82,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@360033896,class negotiator.group2.Group2@805954420,class negotiator.group7.Group7@128393409,0.9274,0.80075,1
2,0.287,131,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group1.Group1@1133684340,class negotiator.group7.Group7@2066499200,class negotiator.group2.Group2@71370962,0.77368,0.98045,1
3,0.39,156,Yes,No,3,0.79423,0.92581,0.05339,0.11922,2.58354,class negotiator.group7.Group7@979276211,class negotiator.group1.Group1@1814638986,class negotiator.group2.Group2@1973973705,0.8635,0.79423,0.92581
4,0.439,117,Yes,No,3,0.62403,1,0,0.30536,2.5539,class negotiator.group7.Group7@306111652,class negotiator.group2.Group2@607580688,class negotiator.group1.Group1@1122668531,1,0.62403,0.92987
5,0.29,97,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@69724768,class negotiator.group7.Group7@1633232260,class negotiator.group1.Group1@1928129997,0.77368,0.98045,1
6,0.373,88,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@1685025140,class negotiator.group1.Group1@1604383603,class negotiator.group7.Group7@2013104134,0.77368,0.98045,1
1,0.443,91,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@1659535793,class negotiator.group2.Group2@2106697801,class negotiator.group7.Group7@636680163,0.9274,0.80075,1
2,0.494,151,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group1.Group1@1054144227,class negotiator.group7.Group7@142937985,class negotiator.group2.Group2@2024160568,0.77368,0.98045,1
3,0.547,153,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group7.Group7@1247379488,class negotiator.group1.Group1@1394803814,class negotiator.group2.Group2@1945825412,0.9274,0.80075,1
4,0.422,116,Yes,No,3,0.62403,1,0,0.30536,2.5539,class negotiator.group7.Group7@981224510,class negotiator.group2.Group2@1017283537,class negotiator.group1.Group1@2011803671,1,0.62403,0.92987
5,0.261,89,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@1395855550,class negotiator.group7.Group7@192326490,class negotiator.group1.Group1@602017262,0.77368,0.98045,1
6,0.388,89,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@431061133,class negotiator.group1.Group1@1380728293,class negotiator.group7.Group7@1818128525,0.77368,0.98045,1
1,0.398,88,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@1600167317,class negotiator.group2.Group2@1292366820,class negotiator.group7.Group7@2115456180,0.9274,0.80075,1
2,0.528,162,Yes,No,3,0.6927,0.81479,0.20729,0.32394,2.30437,class negotiator.group1.Group1@1641189859,class negotiator.group7.Group7@973419641,class negotiator.group2.Group2@1223649294,0.81479,0.79689,0.6927
3,0.534,151,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group7.Group7@215609163,class negotiator.group1.Group1@2045848250,class negotiator.group2.Group2@1791258369,0.9274,0.80075,1
4,0.417,114,Yes,No,3,0.62403,1,0,0.30536,2.5539,class negotiator.group7.Group7@1507382607,class negotiator.group2.Group2@439933576,class negotiator.group1.Group1@1793890191,1,0.62403,0.92987
5,0.291,94,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group2.Group2@588861876,class negotiator.group7.Group7@1014274613,class negotiator.group1.Group1@1623522217,0.79591,0.95722,0.94094
6,0.428,92,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@1847220433,class negotiator.group1.Group1@132591703,class negotiator.group7.Group7@526034860,0.77368,0.98045,1
1,0.431,96,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@1485049437,class negotiator.group2.Group2@1692670284,class negotiator.group7.Group7@1522530319,0.9274,0.80075,1
2,0.395,131,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group1.Group1@269636403,class negotiator.group7.Group7@1746686346,class negotiator.group2.Group2@745933756,0.79591,0.95722,0.94094
3,0.503,155,Yes,No,3,0.82397,0.94094,0,0.09667,2.67009,class negotiator.group7.Group7@162329021,class negotiator.group1.Group1@187015280,class negotiator.group2.Group2@20914335,0.90518,0.82397,0.94094
4,0.442,127,Yes,No,3,0.67048,0.95555,0,0.30199,2.43778,class negotiator.group7.Group7@495509743,class negotiator.group2.Group2@1934085114,class negotiator.group1.Group1@1439155138,0.95555,0.67048,0.81175
5,0.274,89,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@755251773,class negotiator.group7.Group7@2001807594,class negotiator.group1.Group1@973354465,0.77368,0.98045,1
6,0.4,89,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@1362503856,class negotiator.group1.Group1@1575953785,class negotiator.group7.Group7@596066390,0.77368,0.98045,1
1,0.456,92,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@951571194,class negotiator.group2.Group2@1478762228,class negotiator.group7.Group7@2093235300,0.9274,0.80075,1
2,0.425,154,Yes,No,3,0.84036,0.94094,0,0.06724,2.69207,class negotiator.group1.Group1@1700283994,class negotiator.group7.Group7@1669228553,class negotiator.group2.Group2@466946348,0.84036,0.91077,0.94094
3,0.424,154,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group7.Group7@1185886510,class negotiator.group1.Group1@1633862967,class negotiator.group2.Group2@1909245746,0.9274,0.80075,1
4,0.453,117,Yes,No,3,0.62403,1,0,0.30536,2.5539,class negotiator.group7.Group7@1122188366,class negotiator.group2.Group2@2113553277,class negotiator.group1.Group1@172386952,1,0.62403,0.92987
5,0.244,83,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group2.Group2@497338789,class negotiator.group7.Group7@1182697235,class negotiator.group1.Group1@1773196554,0.79591,0.95722,0.94094
6,0.366,89,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@1352396958,class negotiator.group1.Group1@1800004297,class negotiator.group7.Group7@1497212588,0.77368,0.98045,1
1,0.403,88,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@910827524,class negotiator.group2.Group2@962210131,class negotiator.group7.Group7@497142555,0.9274,0.80075,1
2,0.495,159,Yes,No,3,0.75423,0.92748,0.09813,0.22432,2.4894,class negotiator.group1.Group1@698156741,class negotiator.group7.Group7@1311787506,class negotiator.group2.Group2@642314710,0.75423,0.92748,0.80769
3,0.549,158,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group7.Group7@899813143,class negotiator.group1.Group1@1959304264,class negotiator.group2.Group2@955987194,0.9274,0.80075,1
4,0.426,115,Yes,No,3,0.62403,1,0,0.30536,2.5539,class negotiator.group7.Group7@1507636338,class negotiator.group2.Group2@2091107049,class negotiator.group1.Group1@1287207913,1,0.62403,0.92987
5,0.254,85,Yes,No,3,0.79591,0.95722,0,0.11308,2.69407,class negotiator.group2.Group2@755272288,class negotiator.group7.Group7@289916054,class negotiator.group1.Group1@1938942173,0.79591,0.95722,0.94094
6,0.416,89,Yes,No,3,0.77368,1,0,0.12858,2.75413,class negotiator.group2.Group2@1987240757,class negotiator.group1.Group1@2141990929,class negotiator.group7.Group7@1348483078,0.77368,0.98045,1
1,0.423,96,Yes,No,3,0.80075,1,0,0.10833,2.72815,class negotiator.group1.Group1@751560151,class negotiator.group2.Group2@1296154672,class negotiator.group7.Group7@1408453937,0.9274,0.80075,1
