sep=;
Session;Time (s);Rounds;Agreement;Discounted;Approval;Min. utility;Max. utility;Distance to pareto;Distance to Nash;Social welfare;Agent name 1;Agent name 2;Agent name 3;Agent utility 1;Agent utility 2;Agent utility 3
1;12,728;138;Yes;No;3;0,64492;0,81975;0,00000;0,24635;2,17704;class negotiator.group1.Group1@297108850;class negotiator.group8.Group8@361366428;class negotiator.group10.Group10@1351126857;0,81975;0,64492;0,71237
2;13,368;132;Yes;No;3;0,44749;0,81470;0,00000;0,28099;1,99587;class negotiator.group1.Group1@287459019;class negotiator.group10.Group10@1061543102;class negotiator.group8.Group8@887729168;0,81470;0,73367;0,44749
3;12,863;129;Yes;No;3;0,45298;0,82977;0,06451;0,22808;1,91764;class negotiator.group10.Group10@1155008429;class negotiator.group1.Group1@1441366948;class negotiator.group8.Group8@739851301;0,63489;0,82977;0,45298
4;10,649;128;Yes;No;3;0,49977;0,81806;0,09532;0,38380;1,98421;class negotiator.group10.Group10@396648336;class negotiator.group8.Group8@248056419;class negotiator.group1.Group1@1800730507;0,66638;0,49977;0,81806
5;19,994;166;Yes;No;3;0,44739;0,86378;0,13874;0,38194;1,94620;class negotiator.group8.Group8@1668811985;class negotiator.group10.Group10@623151311;class negotiator.group1.Group1@1770052431;0,44739;0,63503;0,86378
6;2,666;99;Yes;No;3;0,50751;0,93355;0,00000;0,19951;2,05594;class negotiator.group8.Group8@819470459;class negotiator.group1.Group1@825992287;class negotiator.group10.Group10@1586387860;0,61488;0,93355;0,50751
1;7,778;129;Yes;No;3;0,51970;0,81388;0,05626;0,35907;1,94678;class negotiator.group1.Group1@297627694;class negotiator.group8.Group8@2101880602;class negotiator.group10.Group10@1370915292;0,81388;0,51970;0,61320
2;5,170;127;Yes;No;3;0,47549;0,88028;0,00000;0,32739;2,02389;class negotiator.group1.Group1@1908468524;class negotiator.group10.Group10@1301050105;class negotiator.group8.Group8@676442869;0,88028;0,66812;0,47549
3;10,818;159;Yes;No;3;0,57693;0,85250;0,01847;0,14256;2,01794;class negotiator.group10.Group10@1664505047;class negotiator.group1.Group1@1300490738;class negotiator.group8.Group8@1751137453;0,58851;0,85250;0,57693
4;11,926;172;Yes;No;3;0,50213;0,86378;0,02427;0,41646;1,94619;class negotiator.group10.Group10@1711388709;class negotiator.group8.Group8@882839918;class negotiator.group1.Group1@1567872516;0,58029;0,50213;0,86378
5;3,986;128;Yes;No;3;0,55387;0,87572;0,04270;0,32988;2,06553;class negotiator.group8.Group8@129901961;class negotiator.group10.Group10@1273380977;class negotiator.group1.Group1@140930303;0,55387;0,63595;0,87572
6;3,630;128;Yes;No;3;0,54856;0,89348;0,00000;0,13557;2,09698;class negotiator.group8.Group8@957731663;class negotiator.group1.Group1@1074395604;class negotiator.group10.Group10@2075358398;0,65493;0,89348;0,54856
1;4,493;128;Yes;No;3;0,51110;0,84617;0,03402;0,37812;1,97484;class negotiator.group1.Group1@716578369;class negotiator.group8.Group8@637437338;class negotiator.group10.Group10@1158152991;0,84617;0,51110;0,61757
2;5,255;128;Yes;No;3;0,47549;0,80105;0,00000;0,24700;2,02389;class negotiator.group1.Group1@333194100;class negotiator.group10.Group10@1113564864;class negotiator.group8.Group8@1196049775;0,80105;0,74735;0,47549
3;7,993;145;Yes;No;3;0,35191;0,91035;0,07274;0,35398;1,81661;class negotiator.group10.Group10@803694768;class negotiator.group1.Group1@271688234;class negotiator.group8.Group8@88468606;0,55435;0,91035;0,35191
4;7,709;170;Yes;No;3;0,51710;0,81570;0,09179;0,36652;2,00552;class negotiator.group10.Group10@1089459426;class negotiator.group8.Group8@1784936093;class negotiator.group1.Group1@26937035;0,67271;0,51710;0,81570
5;5,367;145;Yes;No;3;0,51618;0,80376;0,08513;0,38436;1,88618;class negotiator.group8.Group8@1914609886;class negotiator.group10.Group10@129787678;class negotiator.group1.Group1@1581814908;0,56624;0,51618;0,80376
6;4,866;127;Yes;No;3;0,53488;0,85342;0,11124;0,16011;2,06002;class negotiator.group8.Group8@1410962227;class negotiator.group1.Group1@813271609;class negotiator.group10.Group10@713556798;0,53488;0,85342;0,67173
1;6,533;160;Yes;No;3;0,51970;0,81388;0,05626;0,35907;1,94678;class negotiator.group1.Group1@1476244943;class negotiator.group8.Group8@732546379;class negotiator.group10.Group10@1104327411;0,81388;0,51970;0,61320
2;3,554;127;Yes;No;3;0,48813;0,86024;0,06798;0,35075;1,95278;class negotiator.group1.Group1@494932562;class negotiator.group10.Group10@2028343092;class negotiator.group8.Group8@746029041;0,86024;0,60441;0,48813
3;3,796;129;Yes;No;3;0,57614;0,86984;0,00000;0,13941;2,04082;class negotiator.group10.Group10@1522511380;class negotiator.group1.Group1@317232600;class negotiator.group8.Group8@100137091;0,59484;0,86984;0,57614
